Ensembl_id chr start end gene order expression
ENSMUST00000201412.1 5 74575946 74577276 Gm43747 3417 0
ENSMUST00000113531.8 5 74592446 74677872 Lnx1 3422 0
ENSMUST00000156466.7 5 74702597 74728605 Gm15984 3432 0
ENSMUST00000137731.2 5 74731515 74734451 Gm15985 3434 0
ENSMUST00000202942.1 5 74749881 74754438 Gm42575 3435 0
ENSMUST00000202480.1 5 74883334 74884235 Gm17906 3436 0
ENSMUST00000101121.2 5 74949189 74966368 Gm6116 3437 0
ENSMUST00000201367.1 5 74985855 74989066 Gm42577 3438 0
ENSMUST00000075452.6 5 74997987 75044774 Chic2 3439 0
ENSMUST00000202336.1 5 75020235 75023081 Gm42576 3441 0
ENSMUST00000200754.1 5 75048478 75050036 Gm18593 3442 0
ENSMUST00000040477.3 5 75075600 75077893 Gsx2 3443 0
ENSMUST00000202979.1 5 75108634 75108923 Gm2040 3445 0
ENSMUST00000202993.1 5 75110320 75147107 Gm19583 3446 0
ENSMUST00000202296.2 5 75141347 75141558 Olfr1401-ps1 3447 0
ENSMUST00000202681.3 5 75152291 75183517 Pdgfra 3448 0
ENSMUST00000202475.1 5 75153054 75153653 Gm42802 3452 0
ENSMUST00000201051.1 5 75154884 75155335 Gm42803 3454 0
ENSMUST00000183797.1 5 75176830 75176904 Mir7025 3459 0
ENSMUST00000201331.1 5 75246442 75246770 Gm42799 3460 0
ENSMUST00000200710.1 5 75342442 75343832 Gm18345 3461 0
ENSMUST00000157585.1 5 75372040 75372145 Gm22084 3462 0
ENSMUST00000202494.1 5 75387774 75399372 Gm42800 3463 0
ENSMUST00000158453.1 5 75561045 75561150 Gm24502 3464 0
ENSMUST00000144270.7 5 75574915 75656722 Kit 3465 0
ENSMUST00000200903.1 5 75727604 75735966 Gm43101 3473 0
ENSMUST00000201004.1 5 75737881 75740205 Gm43102 3475 0
ENSMUST00000202985.1 5 75753555 75758886 Gm43100 3476 0
ENSMUST00000201551.1 5 75833034 75835645 Gm19590 3477 0
ENSMUST00000192381.1 5 75846088 75848210 Gm38180 3478 0
ENSMUST00000187685.1 5 75849237 75852958 Gm28865 3479 0
ENSMUST00000158158.1 5 75909826 75909927 Gm25374 3480 0
ENSMUST00000113516.1 5 75932826 75978458 Kdr 3481 0
ENSMUST00000158856.1 5 76006318 76006441 Gm24738 3484 0
ENSMUST00000201402.1 5 76043097 76055899 Gm32780 3485 0
ENSMUST00000201529.1 5 76060411 76060763 Gm6051 3486 0
ENSMUST00000138699.7 5 76140270 76151515 Srd5a3 3487 0
ENSMUST00000031144.13 5 76183879 76209245 Tmem165 3495 0
ENSMUST00000119356.1 5 76196624 76197094 Apc-ps1 3497 0
ENSMUST00000202651.3 5 76209867 76304792 Clock 3501 0
ENSMUST00000201768.1 5 76232611 76233070 Ube2n-ps1 3504 0
ENSMUST00000202348.1 5 76297599 76301775 Gm43658 3508 0
ENSMUST00000185173.1 5 76304875 76305527 Gm7467 3509 0
ENSMUST00000122213.7 5 76312114 76331133 Pdcl2 3510 0
ENSMUST00000132154.1 5 76331237 76341885 4930432L08Rik 3512 0
ENSMUST00000031146.2 5 76333494 76363788 Nmu 3513 0
ENSMUST00000201954.1 5 76410353 76410505 Gm42666 3514 0
ENSMUST00000202100.1 5 76450700 76451774 Gm42665 3515 0
ENSMUST00000191515.7 5 76484039 76516649 Gm7271 3516 0
ENSMUST00000087133.10 5 76529310 76570294 Exoc1 3518 0
ENSMUST00000130651.1 5 76588697 76644908 Cep135 3530 0
ENSMUST00000194526.1 5 76655928 76658355 A730089K16Rik 3533 0
ENSMUST00000086909.4 5 76656511 76658355 C530008M17Rik 3534 0
ENSMUST00000121248.1 5 76742072 76742513 Gm7494 3539 0
ENSMUST00000123682.7 5 76873658 76905427 Aasdh 3548 0
ENSMUST00000155272.7 5 76913248 76951572 Ppat 3563 0
ENSMUST00000101090.3 5 76928371 76947609 2310040G07Rik 3566 0
ENSMUST00000031160.15 5 76951306 76967505 Paics 3568 0
ENSMUST00000101087.9 5 76974682 76999937 Srp72 3575 0
ENSMUST00000071199.8 5 77004054 77009478 Arl9 3584 0
ENSMUST00000129353.1 5 77006448 77018863 1700112J05Rik 3585 0
ENSMUST00000031161.10 5 77016022 77061522 Thegl 3587 0
ENSMUST00000120827.8 5 77086987 77095253 Hopx 3590 0
ENSMUST00000148568.1 5 77094531 77102303 Hopxos 3593 0
ENSMUST00000156195.1 5 77116809 77122348 Gm15831 3594 0
ENSMUST00000201649.1 5 77138470 77140252 Chaer1 3595 0
ENSMUST00000120429.7 5 77205106 77211438 Spink2 3596 0
ENSMUST00000201959.1 5 77227377 77227950 Gm19060 3599 0
ENSMUST00000080359.11 5 77265490 77286432 Rest 3600 0
ENSMUST00000175320.1 5 77272756 77272838 Mir5098 3602 0
ENSMUST00000047860.8 5 77294181 77310084 Noa1 3603 0
ENSMUST00000031167.5 5 77310146 77349324 Polr2b 3607 0
ENSMUST00000202146.1 5 77318654 77318937 Gm42758 3609 0
ENSMUST00000046746.9 5 77349239 77408041 Igfbp7 3612 0
ENSMUST00000202460.1 5 77386598 77393683 Gm34648 3614 0
ENSMUST00000201510.1 5 77434033 77473219 Gm34728 3615 0
ENSMUST00000201654.1 5 77465487 77468851 1700017L05Rik 3616 0
ENSMUST00000201899.1 5 77485726 77494361 Gm42761 3617 0
ENSMUST00000182806.1 5 77511177 77511564 Pea15b 3618 0
ENSMUST00000158790.1 5 77669723 77669846 Gm22011 3620 0
ENSMUST00000201516.1 5 77687375 77689212 Gm31049 3621 0
ENSMUST00000202676.1 5 77909123 77909460 Gm42673 3622 0
ENSMUST00000174153.1 5 78473884 78474735 Mthfr-ps1 3623 0
ENSMUST00000201346.1 5 78540527 78540891 Gm43232 3624 0
ENSMUST00000103990.1 5 78779858 78779994 Gm25756 3625 0
ENSMUST00000200713.1 5 79440196 79440214 Gm43234 3626 0
ENSMUST00000202968.1 5 79507400 79508511 Gm18452 3627 0
ENSMUST00000157797.1 5 79638814 79639109 Gm22553 3628 0
ENSMUST00000122486.1 5 79750380 79750529 Gm23429 3629 0
ENSMUST00000177635.1 5 80098907 80099014 Gm24304 3630 0
ENSMUST00000083301.1 5 80893653 80893756 Gm22974 3631 0
ENSMUST00000119065.1 5 80900749 80901623 Gm2199 3632 0
ENSMUST00000147226.7 5 81020137 81388784 Adgrl3 3633 0
ENSMUST00000201153.1 5 81249248 81252690 Gm43594 3645 0
ENSMUST00000200696.1 5 81535725 81536672 Gm43084 3663 0
ENSMUST00000104721.3 5 81735926 81736015 Gm22048 3668 0
ENSMUST00000139469.1 5 81791908 81798426 Gm16054 3671 0
ENSMUST00000202166.1 5 81826815 81827823 2900064F13Rik 3672 0
ENSMUST00000201220.1 5 82119678 82121362 1700008H02Rik 3673 0
ENSMUST00000188072.1 5 82122407 82124710 1700031L13Rik 3674 0
ENSMUST00000200912.1 5 82336850 82337649 Rpl7-ps7 3678 0
ENSMUST00000116936.1 5 82798943 82799065 Mir1187 3679 0
ENSMUST00000158537.1 5 82803764 82803861 Gm24129 3680 0
ENSMUST00000199513.1 5 83040637 83041004 Gm43217 3681 0
ENSMUST00000053543.10 5 83278144 83355195 Tecrl 3682 0
ENSMUST00000117478.1 5 83299584 83300452 Gm15626 3684 0
ENSMUST00000196348.1 5 83464793 83464876 Gm44303 3685 0
ENSMUST00000104100.1 5 83648822 83648954 Gm25765 3686 0
ENSMUST00000122782.1 5 83690003 83690125 Gm25806 3687 0
ENSMUST00000104286.1 5 83723461 83723589 Gm24792 3688 0
ENSMUST00000197408.1 5 83863162 83863751 Gm4866 3689 0
ENSMUST00000053733.14 5 84054760 84416921 Epha5 3690 0
ENSMUST00000120716.1 5 84123312 84123591 Hmgn2-ps1 3697 0
ENSMUST00000199389.1 5 84428804 84432620 Gm43532 3702 0
ENSMUST00000200676.1 5 84618705 84619819 Gm43531 3703 0
ENSMUST00000196930.1 5 84866178 84866845 Gm21006 3704 0
ENSMUST00000197581.1 5 85720773 85722751 Gm43567 3705 0
ENSMUST00000082621.1 5 85829626 85829787 Gm24626 3706 0
ENSMUST00000196185.1 5 86005406 86005617 Gm43564 3707 0
ENSMUST00000031170.9 5 86012023 86065583 Cenpc1 3708 0
ENSMUST00000199619.1 5 86066756 86067756 Gm2287 3712 0
ENSMUST00000198435.4 5 86071745 86106125 Stap1 3714 0
ENSMUST00000082925.1 5 86079765 86079935 Gm24524 3719 0
ENSMUST00000039373.13 5 86109286 86172803 Uba6 3721 0
ENSMUST00000113372.1 5 86180753 86197901 Gnrhr 3724 0
ENSMUST00000059424.9 5 86231480 86289308 Tmprss11c 3727 0
ENSMUST00000180191.1 5 86236854 86236961 Gm25473 3729 0
ENSMUST00000122377.1 5 86302216 86327736 Tmprss11d 3730 0
ENSMUST00000101073.2 5 86410409 86468990 Tmprss11a 3732 0
ENSMUST00000134179.7 5 86485875 86518600 Tmprss11g 3734 0
ENSMUST00000116553.8 5 86521897 86632424 Tmprss11f 3737 0
ENSMUST00000038448.6 5 86657630 86676362 Tmprss11b 3740 0
ENSMUST00000197865.1 5 86683849 86686640 Gm43056 3741 0
ENSMUST00000161306.1 5 86705185 86745815 Tmprss11e 3742 0
ENSMUST00000161985.1 5 86728898 86759736 Gm16579 3743 0
ENSMUST00000198859.1 5 86728905 86817106 Gm43055 3744 0
ENSMUST00000196789.1 5 86767140 86783033 Gm43057 3745 0
ENSMUST00000119339.7 5 86804220 86836654 Ythdc1 3746 0
ENSMUST00000200382.1 5 86860656 86863506 Gm21461 3755 0
ENSMUST00000031181.15 5 86889766 86906937 Ugt2b34 3756 0
ENSMUST00000177553.1 5 86916215 86916322 Gm25211 3758 0
ENSMUST00000031183.2 5 86916637 86926530 Ugt2b1 3759 0
ENSMUST00000102029.1 5 86928902 86929008 Gm24121 3760 0
ENSMUST00000198547.1 5 86960120 86961714 Gm20121 3761 0
ENSMUST00000238959.1 5 86962375 86962564 AC160532.1 3762 0
ENSMUST00000196935.1 5 86976819 86991777 Gm7631 3763 0
ENSMUST00000200248.1 5 86997158 86998415 Gm5869 3764 0
ENSMUST00000031186.8 5 87000859 87013275 Ugt2b35 3765 0
ENSMUST00000199020.1 5 87014159 87015219 Gm18635 3766 0
ENSMUST00000197036.1 5 87054602 87055665 Gm42465 3767 0
ENSMUST00000094649.10 5 87065926 87092555 Ugt2b36 3768 0
ENSMUST00000199725.1 5 87097181 87100395 Gm31230 3772 0
ENSMUST00000198847.1 5 87114533 87114609 Gm42795 3773 0
ENSMUST00000067790.6 5 87124959 87140318 Ugt2b5 3774 0
ENSMUST00000198243.1 5 87162278 87175290 Gm5717 3775 0
ENSMUST00000196373.1 5 87191621 87193173 Gm43369 3776 0
ENSMUST00000197436.1 5 87207116 87218111 Gm19418 3777 0
ENSMUST00000075858.3 5 87240492 87254804 Ugt2b37 3778 0
ENSMUST00000198590.2 5 87290178 87311817 Gm7646 3779 0
ENSMUST00000031195.2 5 87324971 87337195 Ugt2a3 3780 0
ENSMUST00000200440.1 5 87351479 87364818 Gm7652 3781 0
ENSMUST00000199913.1 5 87355834 87356921 Gm42796 3782 0
ENSMUST00000198730.1 5 87369802 87370483 Gm35570 3783 0
ENSMUST00000197078.1 5 87376157 87379920 Gm21049 3784 0
ENSMUST00000196437.1 5 87401318 87402978 Gm43370 3785 0
ENSMUST00000072818.5 5 87409941 87424203 Ugt2b38 3786 0
ENSMUST00000079811.12 5 87459489 87482258 Ugt2a2 3787 0
ENSMUST00000147854.5 5 87459489 87490871 Ugt2a1 3788 0
ENSMUST00000201519.1 5 87460239 87486806 Gm43638 3789 0
ENSMUST00000031199.10 5 87513338 87538195 Sult1b1 3791 0
ENSMUST00000113314.2 5 87554644 87569027 Sult1d1 3794 0
ENSMUST00000031201.8 5 87575968 87591594 Sult1e1 3796 0
ENSMUST00000197106.1 5 87595901 87595993 Mir3969 3797 0
ENSMUST00000200638.1 5 87601070 87601479 Gm43368 3798 0
ENSMUST00000199316.1 5 87603701 87605616 Gm21043 3799 0
ENSMUST00000200567.4 5 87666207 87667477 Csn1s1 3800 0
ENSMUST00000197422.4 5 87692623 87699630 Csn2 3814 0
ENSMUST00000158145.2 5 87733527 87733650 Gm25066 3825 0
ENSMUST00000197766.1 5 87737105 87737210 Gm42845 3826 0
ENSMUST00000158274.2 5 87764678 87764801 Gm24314 3827 0
ENSMUST00000200322.4 5 87774566 87788698 Csn1s2a 3828 0
ENSMUST00000072539.11 5 87808081 87824426 Csn1s2b 3838 0
ENSMUST00000002310.7 5 87825685 87846387 Prr27 3843 0
ENSMUST00000197636.1 5 87839888 87843418 Gm42794 3845 0
ENSMUST00000181439.1 5 87850358 87853013 Gm7337 3846 0
ENSMUST00000129757.8 5 87885028 87894174 Odam 3848 0
ENSMUST00000190123.1 5 87908578 87979351 1700066N21Rik 3850 0
ENSMUST00000196993.1 5 87908778 87914171 BC037156 3851 0
ENSMUST00000001667.12 5 87925578 87932665 Csn3 3852 0
ENSMUST00000069773.6 5 87963484 87966349 BC051076 3858 0
ENSMUST00000007601.3 5 87969458 87972870 2310003L06Rik 3860 0
ENSMUST00000187738.1 5 87969516 88008277 Gm28434 3861 0
ENSMUST00000008051.4 5 87979438 87981544 Cabs1 3862 0
ENSMUST00000189633.6 5 88002548 88008531 Smr3a 3863 0
ENSMUST00000199391.1 5 88062515 88064373 Gm7709 3865 0
ENSMUST00000197225.1 5 88070945 88071324 Gm42623 3866 0
ENSMUST00000199635.4 5 88086555 88098721 Smr2 3867 0
ENSMUST00000113257.1 5 88110566 88111530 Gm11116 3871 0
ENSMUST00000197229.1 5 88144703 88145058 Gm42622 3872 0
ENSMUST00000113255.1 5 88154022 88154099 Gm11115 3873 0
ENSMUST00000198114.1 5 88196987 88201407 Gm42621 3874 0
ENSMUST00000198881.1 5 88210658 88211037 Gm42164 3875 0
ENSMUST00000199395.1 5 88231349 88233240 Gm7048 3876 0
ENSMUST00000169154.1 5 88268918 88282835 Gm7714 3877 0
ENSMUST00000170832.2 5 88317311 88328814 Prol1 3878 0
ENSMUST00000073363.1 5 88376107 88385916 Amtn 3879 0
ENSMUST00000198577.1 5 88423214 88423554 Gm43431 3880 0
ENSMUST00000200446.1 5 88427812 88428358 Gm7721 3881 0
ENSMUST00000198265.4 5 88455990 88468182 Ambn 3882 0
ENSMUST00000199104.4 5 88487974 88504730 Enam 3884 0
ENSMUST00000164073.2 5 88519808 88526640 Jchain 3886 0
ENSMUST00000196352.1 5 88545035 88545156 Gm43432 3888 0
ENSMUST00000090413.5 5 88554461 88556090 Utp3 3889 0
ENSMUST00000196894.4 5 88565039 88642695 Rufy3 3890 0
ENSMUST00000078945.11 5 88659447 88676171 Grsf1 3898 0
ENSMUST00000155298.2 5 88720854 88749294 Mob1b 3905 0
ENSMUST00000121563.1 5 88739246 88739729 Gm15682 3909 0
ENSMUST00000031311.9 5 88764995 88783281 Dck 3910 0
ENSMUST00000197195.1 5 88793895 88813470 Gm42912 3912 0
ENSMUST00000199360.1 5 88803593 88805223 Gm42911 3913 0
ENSMUST00000122035.2 5 88838009 88839399 Mkrn1-ps1 3914 0
ENSMUST00000148750.7 5 88886817 89239653 Slc4a4 3915 0
ENSMUST00000049209.12 5 89417521 89457898 Gc 3924 0
ENSMUST00000198766.1 5 89499151 89499977 Gm6366 3926 0
ENSMUST00000197930.1 5 89522859 89525000 Gm43515 3927 0
ENSMUST00000048557.2 5 89527428 89583740 Npffr2 3928 0
ENSMUST00000061427.9 5 89677086 89882935 Adamts3 3929 0
ENSMUST00000122551.1 5 89681915 89682239 Gm25320 3931 0
ENSMUST00000103987.1 5 89828870 89828999 Gm25758 3932 0
ENSMUST00000135410.1 5 90132228 90132675 Eif5al3-ps 3935 0
ENSMUST00000118816.5 5 90214723 90223972 Cox18 3936 0
ENSMUST00000014421.14 5 90227165 90366577 Ankrd17 3943 0
ENSMUST00000238484.1 5 90366619 90368488 Gm9958 3957 0
ENSMUST00000201590.1 5 90397272 90399919 Gm43363 3959 0
ENSMUST00000031314.9 5 90460896 90476602 Alb 3960 0
ENSMUST00000042755.6 5 90490736 90508907 Afp 3963 0
ENSMUST00000202955.1 5 90499087 90515931 Gm43449 3966 0
ENSMUST00000113179.8 5 90518931 90553543 Afm 3969 0
ENSMUST00000200893.3 5 90553198 90589057 Gm42109 3971 0
ENSMUST00000202112.1 5 90558848 90559419 Gm2602 3972 0
ENSMUST00000094615.7 5 90561106 90597871 Albfm1 3973 0
ENSMUST00000031317.9 5 90603075 90640487 Rassf6 3976 0
ENSMUST00000202459.1 5 90750524 90750838 Gm43090 3983 0
ENSMUST00000202380.1 5 90759359 90761624 Cxcl5 3984 0
ENSMUST00000031319.7 5 90768517 90770063 Ppbp 3986 0
ENSMUST00000031320.7 5 90772434 90773383 Pf4 3987 0
ENSMUST00000031326.9 5 90786102 90788093 Cxcl3 3990 0
ENSMUST00000031322.6 5 90794533 90803067 Cxcl15 3992 0
ENSMUST00000175341.1 5 90796185 90796255 Gm24322 3993 0
ENSMUST00000202859.1 5 90803260 90806392 Gm43085 3994 0
ENSMUST00000202536.1 5 90832327 90835951 Gm43086 3995 0
ENSMUST00000031327.8 5 90891240 90893115 Cxcl1 3996 0
ENSMUST00000157450.1 5 90893379 90893496 Gm22816 3998 0
ENSMUST00000200681.3 5 90903870 90905938 Cxcl2 3999 0
ENSMUST00000202683.1 5 90922731 90924902 Gm42530 4003 0
ENSMUST00000202852.1 5 90931116 90937692 Mthfd2l 4004 0
ENSMUST00000202724.3 5 91027463 91034213 Epgn 4008 0
ENSMUST00000202894.1 5 91051870 91074773 Gm19610 4010 0
ENSMUST00000031324.5 5 91074621 91093646 Ereg 4011 0
ENSMUST00000031325.5 5 91139598 91148432 Areg 4012 0
ENSMUST00000178688.1 5 91217897 91218004 Gm23092 4013 0
ENSMUST00000200707.1 5 91257570 91283421 Gm19619 4014 0
ENSMUST00000121044.5 5 91357260 91402994 Btc 4015 0
ENSMUST00000040576.9 5 91517614 91626894 Parm1 4019 0
ENSMUST00000202320.1 5 91737704 91738079 Trmt112-ps1 4020 0
ENSMUST00000202613.1 5 91760695 91761575 Gm7832 4021 0
ENSMUST00000191369.1 5 91763324 91767914 Gm28271 4022 0
ENSMUST00000187067.1 5 91766241 91767300 1700063O14Rik 4023 0
ENSMUST00000201126.1 5 91786060 91786882 Gm19649 4024 0
ENSMUST00000202818.1 5 91788597 91789481 Gm43596 4025 0
ENSMUST00000178933.2 5 91806578 91807073 Gm5558 4026 0
ENSMUST00000202249.1 5 91911399 91913403 Gm43688 4027 0
ENSMUST00000140670.7 5 91948903 91962556 Rchy1 4028 0
ENSMUST00000202883.1 5 91957999 91958962 Gm43039 4032 0
ENSMUST00000193925.5 5 91962388 91966598 Thap6 4034 0
ENSMUST00000157477.1 5 91982704 91982980 Gm24113 4038 0
ENSMUST00000201568.1 5 91987474 91990304 Odaph 4039 0
ENSMUST00000069937.10 5 92006073 92043041 Cdkl2 4041 0
ENSMUST00000167918.7 5 92052145 92083557 G3bp2 4048 0
ENSMUST00000158087.1 5 92056063 92056192 Gm22728 4053 0
ENSMUST00000158324.1 5 92118176 92118283 Gm24931 4059 0
ENSMUST00000031355.9 5 92137937 92202795 Uso1 4060 0
ENSMUST00000121821.1 5 92140293 92140929 Gm15710 4064 0
ENSMUST00000202399.1 5 92191359 92191917 Gm43040 4066 0
ENSMUST00000122796.1 5 92193321 92193465 Gm25290 4067 0
ENSMUST00000201332.3 5 92209892 92215408 U90926 4068 0
ENSMUST00000201130.3 5 92226678 92256278 Ppef2 4071 0
ENSMUST00000113102.9 5 92257658 92278170 Naaa 4074 0
ENSMUST00000031364.4 5 92284009 92310024 Sdad1 4079 0
ENSMUST00000202680.1 5 92290051 92302760 Gm43599 4081 0
ENSMUST00000157998.1 5 92302173 92302292 Gm23031 4085 0
ENSMUST00000113093.4 5 92321346 92328079 Cxcl9 4088 0
ENSMUST00000154245.7 5 92331826 92392934 Art3 4090 0
ENSMUST00000201176.1 5 92346637 92348867 Cxcl10 4095 0
ENSMUST00000122808.1 5 92359543 92365485 Cxcl11 4099 0
ENSMUST00000120958.1 5 92363903 92365511 Gm2673 4101 0
ENSMUST00000038514.14 5 92415539 92435219 Nup54 4116 0
ENSMUST00000158152.1 5 92429784 92429928 Gm26039 4122 0
ENSMUST00000031377.8 5 92441313 92505637 Scarb2 4125 0
ENSMUST00000184064.1 5 92458556 92458656 Mir6415 4126 0
ENSMUST00000146417.8 5 92555068 92590760 Fam47e 4128 0
ENSMUST00000200941.1 5 92603040 92604819 Stbd1 4135 0
ENSMUST00000136004.1 5 92607953 92612503 Ccdc158 4138 0
ENSMUST00000113055.8 5 92683434 92965314 Shroom3 4143 0
ENSMUST00000174621.1 5 92736204 92737442 Gm20500 4145 0
ENSMUST00000158643.1 5 92788450 92788562 Mir1961 4146 0
ENSMUST00000200896.1 5 93003830 93004404 Gm6450 4156 0
ENSMUST00000158393.1 5 93013031 93013139 Gm25521 4157 0
ENSMUST00000061328.5 5 93041122 93045022 Sowahb 4158 0
ENSMUST00000157615.1 5 93073860 93073996 Gm22915 4159 0
ENSMUST00000202139.1 5 93090993 93093130 Gm43172 4160 0
ENSMUST00000202246.1 5 93092758 93093351 Gm43173 4161 0
ENSMUST00000074733.10 5 93093436 93174958 Sept11 4162 0
ENSMUST00000202150.1 5 93176969 93179059 Gm43682 4171 0
ENSMUST00000058550.14 5 93181932 93206495 Ccni 4172 0
ENSMUST00000201581.1 5 93183855 93185758 Gm43681 4174 0
ENSMUST00000121603.1 5 93195797 93196179 Gm2986 4178 0
ENSMUST00000031330.4 5 93206517 93213475 2010109A12Rik 4179 0
ENSMUST00000031331.12 5 93267256 93276231 Ccng2 4181 0
ENSMUST00000128468.1 5 93390601 93393091 Kat2b-ps 4187 0
ENSMUST00000201064.1 5 93410761 93411860 Gm18118 4188 0
ENSMUST00000201567.1 5 93421671 93423396 Gm43224 4189 0
ENSMUST00000201432.3 5 93481828 93493701 Gm16427 4190 0
ENSMUST00000162964.7 5 93634992 93671551 C87414 4193 0
ENSMUST00000201381.1 5 93694993 93697721 Gm43225 4199 0
ENSMUST00000202438.1 5 93706473 93706732 Gm43226 4200 0
ENSMUST00000202043.1 5 93738095 93740783 Gm7919 4201 0
ENSMUST00000202239.1 5 93770299 93771800 Gm43227 4202 0
ENSMUST00000201555.1 5 93843775 93856107 Gm7792 4203 0
ENSMUST00000201400.3 5 93924776 93929052 Gm16429 4204 0
ENSMUST00000201146.1 5 93936754 93939485 Gm6346 4206 0
ENSMUST00000200804.1 5 93996480 93999174 Gm3089 4207 0
ENSMUST00000094587.2 5 94066150 94070545 BC061212 4208 0
ENSMUST00000139102.1 5 94076384 94080455 Gm6351 4209 0
ENSMUST00000179743.2 5 94218004 94222010 Gm3106 4212 0
ENSMUST00000097479.1 5 94302518 94306796 A430089I19Rik 4213 0
ENSMUST00000086050.2 5 94314434 94317255 Gm6502 4214 0
ENSMUST00000097477.6 5 94339748 94385010 AA792892 4216 0
ENSMUST00000202858.1 5 94434356 94436925 BC080696 4218 0
ENSMUST00000202916.1 5 94445783 94448653 Gm7682 4219 0
ENSMUST00000201138.3 5 94526286 94546423 Gm3139 4221 0
ENSMUST00000201071.3 5 94612068 94616342 Gm3147 4224 0
ENSMUST00000201552.1 5 94623978 94626848 Gm6509 4226 0
ENSMUST00000190001.6 5 94648381 94686353 Gm6205 4228 0
ENSMUST00000202563.1 5 94733355 94736087 Gm42561 4230 0
ENSMUST00000201151.1 5 94769618 94772066 Gm7663 4231 0
ENSMUST00000202911.3 5 94865435 94885388 Gm3183 4232 0
ENSMUST00000200920.1 5 94951536 94954134 Gm3176 4235 0
ENSMUST00000200996.1 5 94963017 94965694 Gm7647 4236 0
ENSMUST00000178646.1 5 94988625 95026536 Gm6367 4237 0
ENSMUST00000202364.1 5 95063575 95066307 Gm42661 4238 0
ENSMUST00000201233.1 5 95100023 95102282 Gm7939 4239 0
ENSMUST00000238343.1 5 95106703 95111158 Gm7942 4240 0
ENSMUST00000201663.3 5 95182623 95194966 Gm16513 4243 0
ENSMUST00000201031.3 5 95268492 95272768 Gm10424 4245 0
ENSMUST00000201076.1 5 95280461 95283192 Gm6468 4247 0
ENSMUST00000161225.7 5 95305910 95343887 Gm3259 4248 0
ENSMUST00000200803.1 5 95381053 95383784 Gm32072 4253 0
ENSMUST00000201338.1 5 95417109 95419751 Gm7961 4254 0
ENSMUST00000202539.1 5 95425934 95428628 Gm42662 4255 0
ENSMUST00000094593.6 5 95456805 95485564 D5Ertd577e 4256 0
ENSMUST00000201629.3 5 95510757 95522953 Gm3286 4258 0
ENSMUST00000086950.5 5 95590598 95594875 Gm7971 4261 0
ENSMUST00000200751.1 5 95602577 95605308 Gm6348 4262 0
ENSMUST00000201462.1 5 95662304 95664998 Gm3302 4263 0
ENSMUST00000201129.3 5 95731788 95736173 Gm7978 4264 0
ENSMUST00000154086.7 5 95742013 95746075 Gm7982 4266 0
ENSMUST00000071182.7 5 95775989 95804708 E330014E10Rik 4269 0
ENSMUST00000202063.1 5 95834960 95837450 Gm42714 4270 0
ENSMUST00000180755.1 5 95861713 95862715 Gm5559 4271 0
ENSMUST00000083912.2 5 95867333 95867440 Gm25937 4272 0
ENSMUST00000023840.6 5 95956950 95961068 Cxcl13 4273 0
ENSMUST00000200970.1 5 95974239 95975623 Gm7993 4274 0
ENSMUST00000155901.7 5 96070332 96161990 Cnot6l 4275 0
ENSMUST00000048361.9 5 96173939 96174350 Gm2840 4285 0
ENSMUST00000117766.7 5 96209492 96266727 Mrpl1 4286 0
ENSMUST00000036019.4 5 96373954 96784728 Fras1 4289 0
ENSMUST00000198132.1 5 96456388 96457743 Gm33050 4292 0
ENSMUST00000199565.1 5 96485765 96486150 Gm42605 4293 0
ENSMUST00000200077.1 5 96735546 96739364 Gm42604 4297 0
ENSMUST00000199330.4 5 96793338 96816395 Anxa3 4298 0
ENSMUST00000199893.1 5 96798206 96800352 Gm42603 4302 0
ENSMUST00000198159.1 5 96849504 96852938 1700016F12Rik 4308 0
ENSMUST00000197025.1 5 96879341 96891172 Gm42601 4309 0
ENSMUST00000200288.1 5 96879517 96882741 Gm42602 4310 0
ENSMUST00000082616.1 5 96907631 96907825 Gm24623 4311 0
ENSMUST00000195935.1 5 96910340 96922175 Gm33370 4312 0
ENSMUST00000196944.1 5 96912699 96913241 Gm43147 4313 0
ENSMUST00000200139.1 5 96921271 96934867 Gm8013 4314 0
ENSMUST00000198237.1 5 96936812 96937332 Gm43148 4315 0
ENSMUST00000198256.1 5 96940296 96940781 Gm43144 4316 0
ENSMUST00000195892.1 5 96996205 96997364 Gm9484 4317 0
ENSMUST00000112974.5 5 96997688 97069649 Bmp2k 4318 0
ENSMUST00000198963.1 5 97046180 97046808 Gm43145 4320 0
ENSMUST00000069453.8 5 97082328 97111596 Paqr3 4321 0
ENSMUST00000198559.1 5 97143025 97149848 Gm33609 4327 0
ENSMUST00000199885.1 5 97195585 97207964 Gm2861 4328 0
ENSMUST00000086918.5 5 97264827 97265719 Gm5560 4329 0
ENSMUST00000197615.1 5 97325903 97348439 Gm33969 4330 0
ENSMUST00000060265.5 5 97382197 97392379 Naa11 4331 0
ENSMUST00000181724.7 5 97392416 97642179 4930467D21Rik 4332 0
ENSMUST00000059657.3 5 97455141 97457021 Gk2 4334 0
ENSMUST00000031281.13 5 97882782 98030962 Antxr2 4335 0
ENSMUST00000199517.1 5 97999383 98000950 C430019N01Rik 4338 0
ENSMUST00000195915.1 5 98031566 98034005 Gm42759 4339 0
ENSMUST00000199814.1 5 98056792 98057103 Gm42760 4340 0
ENSMUST00000199755.1 5 98075302 98075918 Gm8041 4341 0
ENSMUST00000182555.1 5 98153180 98154176 Gm8048 4342 0
